"os_id","contribution_date","name","address","country_code","country_name","lat","lng","sector","contributor (list)","number_of_workers","parent_company","processing_type_facility_type_raw","facility_type","processing_type","product_type","is_closed"
"IN2019087DFJT93","2019-03-28","MANUFEX (INDIA)","D-1, SITE C, UPSIDC SIKANDRA (BEHIND LIFE LINE SCHOOL), AGRA-282007, INDIA","IN","India",27.2147994,77.9239765,"Apparel|Footwear","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 8)","","","","","","","False"
"IN2019091D0NKKN","2019-04-01","Bhandari Exports India Pvt Ltd","Sarsini Ambala Chandigarh Highway District Mohali Lalru 140501","IN","India",30.4852542,76.79841929999999,"Apparel","A Brand / Retailer","","","","","","","False"
"IN2019091KX8QA6","2021-09-09","Technocraft Industries (India) Ltd","Village Dhanivalli Gat No 336 To 370 Tal-Murbad Dist-Thane Maharashtra 421402","IN","India",19.2611645,73.3888748,"Apparel|Textiles|Unspecified","A Brand / Retailer|A Brand / Retailer|Tesco Stores Ltd (Tesco F&F Facility List June 2024)|A Brand / Retailer|Tchibo (Tchibo Textile Manufacturers and WPUs July 2024)|A Brand / Retailer|A Civil Society Organization|A Civil Society Organization|A Multi-Stakeholder Initiative|A Brand / Retailer|Tesco Stores Ltd (Tesco F&F Facility List May 2022)|A Civil Society Organization|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Tchibo (Tchibo Textile Manufacturers and WPUs July 2023)|Tesco Stores Ltd (F&F Facility List Oct 2023)|Tchibo (Tchibo Textile Manufacturers and WPUs January 2024)|An Auditor / Certification Scheme / Service Provider|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 10)|Tchibo (Tchibo Textile Manufacturers and WPUs July 2024)","","Ginza Industries Ltd. (Garment Unit)|Ginza Industries Ltd. (Garment Unit)|Ginza Industries Ltd. (Garment Unit)|Ginza Industries Ltd. (Garment Unit)","Wet Processing","","Wet Processing|Wet Processing|Wet Processing|Wet Processing","Wet Processing","False"
"IN2019091RQ3MYH","2019-04-01","Summit India Pvt. Ltd.","C73 & 74 Block C Sector 58 Noida 201301","IN","India",28.6093464,77.3538689,"Apparel","A Brand / Retailer","","","","","","","False"
"IN2019092FTB1FJ","2019-03-23","Trexta India Leather Accessories Manufacturing Company Private Ltd","Ts133&134 Sidco Industrial Estate  Ekkaduthangal Guindy Chennai  600032","IN","India",13.0236457,80.209682,"Apparel","A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (2018 Apparel Suppliers on Wikirate part 7)|Wikirate International e.V. (2019 Apparel Suppliers on Wikirate part 1)","","","","","","","False"
"IN2019093133M3D","2019-03-26","India Belt Company","Plot #.14 , Compartment # 83, Marol Co. Op.  Indl. Est. Ltd., M.V. Road, Andheri (E), Maharashtra 400059, India Mumbai","IN","India",19.1096507,72.8829319,"Apparel","A Brand / Retailer","","","","","","","False"
"IN2019093B5BZZ8","2019-03-24","India Shoes Exports Pvt Ltd","#7a, V.Kota Road, Near Bone Mill, Pernambut, Vellore, 635811","IN","India",13.0011676,78.4794568,"Apparel","A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (2017 Apparel Suppliers on Wikirate part 4)","129","","","","","","False"
"IN2019093XFB0BH","2019-03-26","Simran International Export (India) Pvt Ltd.","Plot#G1/697, Ricco Industrial Area, Pase II, Bhiwadi, Jaipur, Rajasthan Bhiwadi","IN","India",28.2070892,76.857682,"Apparel|Apparel Accessories|Textiles|Unspecified","THE ICONIC (THE ICOINC Factory List July 2025)|THE ICONIC (THE ICONIC Factory List August 2025)|APG & Co (APG & Co Active Supplier List 25-26)|THE ICONIC (THE ICONIC Factory List September 2025)|A Brand / Retailer|Jeanswest [Public List] (Jeanswest January 2019 Facility List)|A Brand / Retailer|THE ICONIC (THE ICONIC Factory List October 2025)|A Brand / Retailer|THE ICONIC (THE ICONIC Own Brands Factory List May 2023)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|THE ICONIC (THE ICONIC Own Brands Factory List July 2023)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|APG & Co (APG & Co Facility List April 2021)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Civil Society Organization|A Civil Society Organization|A Brand / Retailer|A Multi-Stakeholder Initiative|Country Road [Public List] (Country Road Group June 2022 Facility List)|A Brand / Retailer|THE ICONIC (THE ICONIC Factory List September 2024)|A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (2016 Apparel Suppliers on Wikirate)|A Civil Society Organization|A Brand / Retailer|A Brand / Retailer|THE ICONIC (THE ICONIC Factory List October 2024)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Holzweiler (Holzweiler Supplier List Nov 2022)|A Brand / Retailer|PVH (PVH Brand Facility List Dec 2022)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|THE ICONIC (THE ICONIC Own Brands Factory List August 2023)|APG & Co (APG & Co Active Supplier List August 2023)|A Brand / Retailer|PVH (PVH Facility List June 2023)|Reformation (The Reformation Facility List AUG 2023)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|THE ICONIC (THE ICONIC Factory List November 2024)|Wikirate International e.V. (2018 Apparel Suppliers on Wikirate part 8)|THE ICONIC (THE ICONIC Own Brand Factory List December 2023)|THE ICONIC (THE ICONIC Own Brand Factory List Janaury 2024)|THE ICONIC (THE ICONIC Own Brand Factory List February 2024)|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 11)|THE ICONIC (THE ICONIC Own Brands Factory List June 2023)|THE ICONIC (THE ICONIC Own Brand Factory List March 2024)|THE ICONIC (THE ICONIC Factory List January 2025)|THE ICONIC (THE ICONIC Factory List December 2024)|THE ICONIC (THE ICONIC Factory List December 2024)|Reformation (REFORMATION FACILITY LIST MAY 2024)|Reformation (REFORMATION FACILITY LIST MAY 2024)|THE ICONIC (THE ICONIC Factory List February 2025)|THE ICONIC (THE ICONIC Factory List March 2025)|THE ICONIC (THE ICONIC Factory List April 2025)|Reformation (Reformation's Facility List April 21st 2025)|THE ICONIC (THE ICONIC Factory List May 2025)|THE ICONIC (THE ICONIC Factory List June 2025)","82|82|79|82|82|86|76|82|86|86|100-200|76|86|101-200|86|86|86|86|100-200|82|82|82|82|82|82|82|82|82|25-99|82","Simran International Export (India) Pvt Ltd|Veda|Veda|Veda**","Finished Garment|Finished Goods|Final Stage Manufacturing|Level 1|Final Product Assembly","Final Product Assembly|Final Product Assembly|Textile or Material Production|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly","Manufacturing|Manufacturing|Garment Accessories manufacturing|Final Product Assembly|Final Product Assembly|Final Product Assembly|Manufacturing|Final Product Assembly|Final Product Assembly|Finished Goods|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Finished Goods|Final Product Assembly|Manufacturing|Manufacturing|Manufacturing|Manufacturing|Manufacturing|Manufacturing|Manufacturing|Manufacturing|Finished Goods|Manufacturing","","False"
"IN2019095V19R0E","2019-03-26","INDIA SHOES EXPORTS PVT LTD – UNIT 3","#729  Gudiyatham road Kondamalli post Pernambut Vellore District Tamil Nadu State 635 810","IN","India",13.0009307,78.8638627,"Apparel","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Clarks (Clarks Supplier List SS22)","","","","","","","False"
"IN20190982SFTTJ","2019-04-05","Raised On Denim India Unit-II","Door No: 15-1/14 & 15-1/15, Plot Nos. E1 and E2 Industrial Estate, Chittoor District, Madanapalle, Andhra Pradesh, 517325","IN","India",13.5560496,78.50100069999999,"Apparel|Unspecified","ASOS (ASOS Factory List Tier 1-3)|ASOS (ASOS Factory List Tier 1-3)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (2019 Apparel Suppliers on Wikirate part 5)|A Brand / Retailer|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 1)|ASOS (ASOS Factory List Tier 1-3)","150-300|150-300|150-300","","Apparel","","Apparel","","False"
"IN20190986BEXS9","2019-04-05","Flexi Fab India","138 Maujpur, Delhi, Delhi, 110 053","IN","India",28.68665,77.2705957,"Apparel","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (2019 Apparel Suppliers on Wikirate part 5)|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 1)","","","","","","","False"
"IN2019098CH7350","2019-04-05","India Fashion Unit 2","Plot No. I-59, DLF Industrial Area, Phase - I, Faridabad, Haryana, 121003","IN","India",28.458662,77.310904,"Apparel|Unspecified","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (2019 Apparel Suppliers on Wikirate part 5)|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 1)","","","","","","","False"
"IN2019098FY0QXN","2019-04-05","Indian Embroidery Company","37/91, Wall Tax Road, Sowcarpet, Chennai, Tamil Nadu, 600079","IN","India",13.0901328,80.2753766,"Apparel","A Brand / Retailer","","","","","","","False"
"IN2019098J9V3V8","2019-04-05","Sky Cotex India Private Limited","SF 167/1 & 170 Kumarapalayam Road, Kottamangalam Village, Madathukulum Taluk, Udumalpet, Tamil Nadu, 642201","IN","India",10.6573078,77.2757147,"Apparel|Unspecified","A Brand / Retailer|Fairtrade (Fairtrade Facility List May 2024)|Fairtrade (Fairtrade Facility List June 2024)|Fairtrade (Fairtrade Facility List June 2023)|A Brand / Retailer|Fairtrade (Fairtrade Facility Lst May 2023)|An Auditor / Certification Scheme / Service Provider|Fairtrade (Fairtrade Facility List Dec 2021)|Fairtrade (Fairtrade Facility List June 2024)|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|Fairtrade (Fairtrade Facility List August 2024)|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|Fairtrade (Fairtrade Facility List September 2024)|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|An Auditor / Certification Scheme / Service Provider|Fairtrade (Fairtrade Facility List Jan 2023)|Fairtrade (Fairtrade Facility List Feb 2023)|Fairtrade (Fairtrade Facility List March 23)|Fairtrade (Fairtrade Facility List April 2023)|Fairtrade (Fairtrade Facility List April 2023)|A Brand / Retailer|Fairtrade (Fairtrade Facility List July 2023)|Fairtrade (Fairtrade facility List August 2023)|Fairtrade (Fairtrade Facility List September 2023)|Fairtrade (Fairtrade Facility list October 2023)|Fairtrade (Fairtrade facility list Nov 2023)|New Look Retailers (New Look Facility List Beyond Tier 1 Nov 2024)|ZEEMAN (Zeeman tier 3 - Cotton suppliers (spinning - ginning - raw material processing) (November 2023))|Fairtrade (Fairtrade Facility List for December 2023)|Fairtrade (Fairtrade Facility List Jan 2024)|Fairtrade (Fairtrade Facility List Feb 2024)|Wikirate International e.V. (2019 Apparel Suppliers on Wikirate part 5)|Fairtrade (Fairtrade Facility List March 2024)|Fairtrade (Fairtrade Facility List April 2024)|River Island (River Island Facility List March 2024)|River Island (River Island Facility List March 2024)|ZEEMAN (Zeeman tier 3 - Cotton suppliers (spinning - ginning - raw material processing) (April 2024))","","","Spinning|Tier 2|Yarn Mill","Raw Material Processing or Production","Spinning|Tier 2|Tier 2|Spinning|Yarn Mill","Yarn|Yarn","False"
"IN2019098JM5S2T","2019-04-05","Clotex Labels (India) Pvt. Ltd","Plot# 131, Sai Dham Industrial Estate,, OPP Manish Industrial Estate No.2, Navghar, Vasai East, Palghar District, Maharashtra, 401210","IN","India",19.3824569,72.8349662,"Apparel","A Brand / Retailer","","","","","","","False"
"IN2019098KPXBPV","2024-04-15","TKL Knits India Pvt Limited","Sf No 577 , 585, CRPF Road, Rakkipalayam Pirivu, Coimbatore 641017","IN","India",11.1050738,76.9463017,"Apparel|Textiles|Unspecified","TKL KNITS INDIA PVT LTD (Claimed)|WE Europe BV (WE Europe BV Facility List May 2025)|A Brand / Retailer|A Brand / Retailer|A Multi-Stakeholder Initiative|A Civil Society Organization|A Civil Society Organization|Partnership for Sustainable Textiles (PST) (PST Aug 2025 - Q-Z)|A Brand / Retailer|A Civil Society Organization|A Civil Society Organization|BESTSELLER (Tier 1 and Tier 0 June 2025)|A Civil Society Organization|A Brand / Retailer|ASOS (ASOS Factory List Tier 1-3)|Levi Strauss & Co. (Levi Strauss & Co. Direct Sourcing Factory List Q3 2025)|BESTSELLER (Tier 1 and Tier 0 August 2025)|ASOS (ASOS Factory List Tier 1-3)|A Brand / Retailer|J.Barbour & Sons Ltd.  (J.Barbour & Sons Ltd. Tier 1 Finished Goods Facility List October 2025)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Lacoste [Public List] (Lacoste Tier 1 Facility List January 2020)|BESTSELLER (Tier 1 and Tier 0 June 2024)|BESTSELLER (Tier 1 and Tier 0 June 2024)|A Brand / Retailer|A Brand / Retailer|ZDHC Foundation|Better Cotton (Better Cotton Initiative May 2021)|Better Cotton (Better Cotton Initiative June 2020)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|BESTSELLER (Tier 1 and Tier 0 August 2024)|An Auditor / Certification Scheme / Service Provider|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|VARNER AS (Facorty List July 2024)|A Brand / Retailer|A Multi-Stakeholder Initiative|Fair Factories Clearinghouse (FFC Factory List Oct 2022)|A Brand / Retailer|A Brand / Retailer|BESTSELLER (Tier 1 and Tier 0 October 2024)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Multi-Stakeholder Initiative|A Brand / Retailer|VARNER AS (Varner Facility List July 2023)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|WE Europe BV (WE Fashion production location list 2024)|Wikirate International e.V. (2019 Apparel Suppliers on Wikirate part 5)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 10)|A Brand / Retailer|A Brand / Retailer|BESTSELLER (Tier 1 and Tier 0 January 2025)|VARNER AS (Varner Factory List December 2024)|TKL KNITS INDIA PVT LTD (TKL Knits India Pvt Limited)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|BESTSELLER (Tier 1 and Tier 0 February 2025)|A Brand / Retailer|VARNER AS (Varner Factory List December 2024)|A Civil Society Organization|SLCP (Social & Labor Convergence Program List 2025)|ASOS (ASOS Factory List Tier 1-3)|A Brand / Retailer|PUMA (PUMA Facility List May 2025)|A Brand / Retailer|A Brand / Retailer","850","Ciel Textiles|CIEL TEXTILE","Cutting to sewing","","Cutting to sewing","jagger|T shirt poloshirt |swet shirt |Ladies dress |Kids","False"
"IN2019098NYPPD0","2019-04-08","Gupta Exim (India) Pvt. Ltd.","(Garment division) Prithla Chhaprola Road, ,Village Prithla, ,District-Palwal,Palwal,Haryana,India","IN","India",28.240151,77.268304,"Apparel|Unspecified","Fair Factories Clearinghouse (FFC FactoryList Apr 19)|Target Corporation (Target Factory List August 2024)|Next Plc (Next Plc August 2024)|A Brand / Retailer|A Brand / Retailer|Next Plc (Next Plc Facility List February 2025)|Kmart Australia (Kmart Australia Facility List May 2025)","","","","","","Component|Component","False"
"IN2019098P39RYC","2019-04-05","AA Quil Tex India Peenya Bangalore","No 2, 3rd Main Road, Raghavendra Layout, MEI Stop, Tumkur Road, Yeshwanthpur, Bangalore, Karnataka State, 560022","IN","India",13.0646829,77.5255672,"Apparel","A Brand / Retailer","","","","","","","False"
"IN2019098QAQCSH","2019-04-05","Win India Exports","No. 879, M.T.H. Road, Padi, Chennai, Tamil Nadu, 600050","IN","India",13.0989578,80.1835049,"Apparel|Unspecified","A Brand / Retailer|A Multi-Stakeholder Initiative|An Auditor / Certification Scheme / Service Provider|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|A Multi-Stakeholder Initiative|Fair Wear Foundation (Fair Wear Aug 2024)|A Multi-Stakeholder Initiative|Wikirate International e.V. (2019 Apparel Suppliers on Wikirate part 5)|Fair Wear Foundation (Fair Wear Feb 2024)|Fair Wear Foundation (Fair Wear Apr 2025)","51-500|51-500|51-500","","Cut & Sew|Packaging|Cutting|Product Finishing|Ironing","Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly|Final Product Assembly","Cut & Sew|Cutting|Ironing|Packaging|Product Finishing|Product Finishing|Ironing|Cut & Sew|Cutting|Packaging|Ironing|Cutting|Product Finishing|Packaging|Cut & Sew","clothing|fashion apparel|Garments| clothing|Garments| fashion apparel","False"
"IN2019098VB0AZ3","2019-04-05","Crafts India","Vill. - Zola, Muzzafar Nagar, Uttar Pradesh, 251309","IN","India",29.2635286,77.4472495,"Apparel|Multi-Category|Unspecified","A Civil Society Organization|A Brand / Retailer|Wikirate International e.V.|A Civil Society Organization|A Multi-Stakeholder Initiative|A Civil Society Organization|A Brand / Retailer|A Multi-Stakeholder Initiative|A Brand / Retailer|Wikirate International e.V. (2019 Apparel Suppliers on Wikirate part 5)|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 10)","404|404","","","","","","False"
"IN2019098Z4Z7RN","2019-04-05","India Fashion","12/2 Mathura Road, Faridabad, Haryana, 121003","IN","India",28.428263,77.308683,"Apparel|Unspecified","ASOS (ASOS Factory List Tier 1-3)|ASOS (ASOS Factory List Tier 1-3)|A Brand / Retailer|River Island (River Island Tier 1 Facility List Sept 2025)|River Island (River Island Tier 1 Factory List Sept 2025)|River Island (Final River Island Tier 1 Factory List Sept 2025)|Debenhams [Public List] (Debenhams Facility List December 2018)|A Brand / Retailer|A Brand / Retailer|Arcadia Group (Arcadia Group Facility List December 2020)|Worldly|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|River Island (River Island's Facility List September 2024)|Hush Homewear Ltd. (Hush Homewear Ltd Facility List January 2023)|A Brand / Retailer|Next Plc (Next Tier 1 and Tier 2 Factory List March 2023)|A Brand / Retailer|A Brand / Retailer|Nobody's Child (Nobody's Child Tier 1 Suppliers November 2024)|Next Plc (Next Plc List August 2023)|Wikirate International e.V. (2018 Apparel Suppliers on Wikirate part 8)|Wikirate International e.V. (2017 Apparel Suppliers on Wikirate part 2)|A Brand / Retailer|Oliver Bonas (OB Tier 1 2024 OSH)|A Brand / Retailer|Wikirate International e.V. (2019 Apparel Suppliers on Wikirate part 5)|A Brand / Retailer|Oliver Bonas (OB Tier 1 2024 OSH error revised)|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 1)|Next Plc (Next Plc Manufacturing Sites April 2024)|Next Plc (Next Plc March 2024)|River Island (River Island's Tier 1 Factory List March 2025)|ASOS (ASOS Factory List Tier 1-3)","300-500|300-500|201-500|201-500|201-500|501-600|60|438|438|438|201-500|300-500","India Fashion","Embroidery, Cutting, Sewing, Washing, Checking, Ironing, Packing|Apparel","Final Product Assembly|Printing, Product Dyeing and Laundering|Final Product Assembly|Warehousing / Distribution|Final Product Assembly|Textile or Material Production","Cutting|Washing|Ironing|Packing|Sewing|Embroidery|Apparel","Accessories|Accessories","False"
"IN2019098ZH2YCG","2019-04-05","Win India Exports Sampling","4, Casa Major Road, Egmore, Chennai, Tamil Nadu, 600008","IN","India",13.0715077,80.2534331,"Apparel","A Brand / Retailer","","","","","","","False"
"IN2019098ZRVA6P","2019-04-05","Indian Textile Company","B. S. Industrial Area Sit-I, Ghaziabad, Uttar Pradesh, 201010","IN","India",28.6480086,77.4630265,"Apparel","A Brand / Retailer","","","","","","","False"
"IN2019100PDF70X","2019-04-10","Jay Jay Mills (India) Pvt Ltd.,","SF 12/2/3, S Chennimalai  Gounder Industrial Complex, Mangalam Road, STE Karuvampalayam, Tirupur, Tamil Nadu","IN","India",11.1627122,77.5963271,"Apparel|Unspecified","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Target Corporation (Target Factory List August 2024)|A Brand / Retailer|Wikirate International e.V. (2017 Apparel Suppliers on Wikirate part 4)|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 10)|A Brand / Retailer|Target Corporation (Target Factory List Jan 2024)|A Civil Society Organization|SLCP (Social & Labor Convergence Program List 2025)","","","","","","","False"
"IN2019100RNDQ2Q","2019-04-10","Jay Jay Mills (India) Pvt Ltd., Processig Division","Plot No: K-32, 4th Cross STE SIPCOT Industrial Gr, Perundurai, Tamil Nadu","IN","India",11.2581837,77.5529561,"Apparel|Textiles|Unspecified","A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Tesco Stores Ltd (Tesco F&F Facility List June 2024)|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|Target Corporation (Target Factory List August 2024)|A Brand / Retailer|A Brand / Retailer|Tesco Stores Ltd (F&F Facility List Oct 2023)|Wikirate International e.V. (2020 Apparel Suppliers on Wikirate part 11)|A Brand / Retailer|Target Corporation (Target Factory List Jan 2024)|A Civil Society Organization|SLCP (Social & Labor Convergence Program List 2025)|A Brand / Retailer|Asda (Asda facility list May 2025)","","","Goods Provider","","Goods Provider","Crocheted Fabrics|Fabrics|Knitted Fabrics","False"
"IN20191081F63CH","2019-04-18","Gokaldas India","21B & 21C, #34-37, Nallakadaranahalli, Peenya 2nd Stage, Indus Bangalore Karnataka India","IN","India",13.0326702,77.5024596,"Apparel|Unspecified","A Brand / Retailer|A Brand / Retailer|Wikirate International e.V. (Gap Inc. Factory List March 2017)|Worldly|A Brand / Retailer|A Brand / Retailer|A Brand / Retailer|mhibanada (2019 Adidas Supplier List Tier 1 & 2)|A Multi-Stakeholder Initiative|Fair Factories Clearinghouse (FFC Factory List Oct 2022)|A Civil Society Organization|SLCP (Social & Labor Convergence Program List 2025)","","","","","","","False"
